Street Segement,SHAPELEN,District_1,District_2,TRAIN_ONEHOT,METRO_BLUESILVER,LIQUOR_ONEHOT,METRO_ORANGE,District_3,GRAFFITI_ONEHOT,District_4,District_5,District_6,District_7,GAS_ONEHOT,METRO_RED,METRO_GREEN,METRO_YELLOW,PUBLICSCHOOL_ES_ONEHOT,PUBLICSCHOOL_MS_ONEHOT,PUBLICSCHOOL_HS_ONEHOT,FAGI_MEDIAN_2015,POPDENSITY,HOUSINGDENSITY,PERCVACANTHOUSING,FAGI_MEDIAN_CHANGE,FEDERAL_ONEHOT,CORRIDOR_ONEHOT,HOMICIDES_ONEHOT
7269,82.57628,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,39738.5,11629.71748,4379.825414,0.071030641,1.166104231,0,0,0
7270,273.72383,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,23804.5,15731.67226,6523.42968,0.067176871,1.029517343,0,0,0
7271,168.04177,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,36300.25,6729.814806,3058.142212,0.129761587,1.096276018,0,1,0
7272,158.93622,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144199.5,5966.425411,2918.072142,0.054007573,1.230046188,0,0,0
7273,18.48762,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69664,4407.944852,3739.022655,0.227848101,1.087990005,0,0,0
7274,107.07246,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,27389.75,9471.184752,4526.592557,0.132562626,1.029141655,0,0,1
7275,105.36062,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,83749,17325.09738,7812.312759,0.057570978,1.115961437,0,1,0
7276,163.64478,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,28775,5622.059606,3204.601988,0.144230769,0.962503345,0,0,0
7277,101.74644,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,26024.5,10402.0627,4902.568248,0.120779609,0.980690095,0,0,0
7278,21.41501,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,28732,13537.6926,7896.987352,0.216931217,1.033042103,0,0,0
7279,89.56449,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,76325,3589.787022,1956.910448,0.058441558,0.99952201,1,0,0
7280,76.07048,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,46330,6609.372371,3058.40539,0.064913722,1.078143908,0,0,0
7281,141.87014,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,36933,7601.506105,3115.019445,0.101837672,1.052027402,0,0,0
7282,247.54683,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76325,3589.787022,1956.910448,0.058441558,0.99952201,0,0,0
7283,89.15144,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,59090,19882.71958,10422.47016,0.112431444,1.66930335,0,1,0
7284,189.18544,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,82842.5,22698.13619,13161.14589,0.059600151,1.17846423,1,1,0
7285,255.67133,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56785,11735.02762,8076.86505,0.147848317,1.242383468,0,0,0
7286,79.75898,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,30443,22876.50136,9406.555374,0.091617041,1.135382091,0,0,0
7287,168.8654,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69229.75,21447.40344,11663.20533,0.075537907,1.254668486,1,0,0
7288,77.2869,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,44564.5,16844.31412,6443.485557,0.078757225,1.235877312,0,0,0
7289,46.99009,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,42402,8539.47342,4915.898645,0.088917526,0.991998877,1,0,0
7290,101.64218,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197155,6136.050391,1420.484975,0.062010837,1.185552442,0,0,0
7291,10.32566,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,28297,16779.48444,7984.513166,0.169924812,1.069102312,0,0,0
7292,93.69749,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,91820.5,14953.6987,9025.429025,0.127817383,1.117364344,1,0,0
7293,77.63206,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,29720.5,9417.874622,3174.491463,0.07778915,1.057894924,0,0,1
7294,91.9376,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,122880.25,7615.647318,3221.214721,0.04484031,1.13950134,0,0,0
7295,129.57829,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,35971,5006.431025,2695.828698,0.145190756,1.126427618,0,0,0
7296,104.71062,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73385,21763.32795,15427.46733,0.091908397,1.071423357,0,0,0
7297,119.13139,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,38248,16584.74263,7753.581268,0.125632766,1.165990915,0,0,0
7298,118.9105,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,52796.5,6779.013743,2918.086146,0.078683036,1.084384243,0,0,0
7299,106.72019,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,39005.5,8028.122293,3653.287814,0.079695882,0.973222391,1,0,0
7300,160.97152,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,86964.5,13756.11165,7512.516231,0.063865546,1.168610667,1,0,0
7301,351.31116,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,17739,4318.693998,1672.733591,0.17540107,0.965256428,1,0,0
7302,134.99379,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,72006,21322.02646,11252.03927,0.06977202,1.165088248,0,0,0
7303,90.87174,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,51745,2771.173599,1318.432971,0.058878505,0.967648434,1,0,0
7304,61.64007,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,58733,17519.43404,8012.581989,0.113069016,1.25123562,0,1,0
7305,97.26125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69664,4407.944852,3739.022655,0.227848101,1.087990005,1,0,0
7306,120.39196,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,37095,29767.43101,12211.53803,0.114001051,1.335625678,1,0,0
7307,88.16135,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,27008,10577.47944,4480.22271,0.105960265,0.96762983,0,0,0
7308,92.91236,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,38670.5,9079.071427,4807.216543,0.094144661,0.994049149,1,0,0
7309,111.71609,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,28775,5622.059606,3204.601988,0.144230769,0.962503345,0,0,0
7310,142.80338,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122810,8674.561443,4664.240509,0.086848635,1.24143299,0,0,0
7312,45.75496,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,96409.5,11176.66682,5956.25149,0.065122747,1.17535049,0,0,0
7313,41.11696,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197155,6136.050391,1420.484975,0.062010837,1.185552442,0,0,0
7314,164.10019,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,59090,19882.71958,10422.47016,0.112431444,1.66930335,1,1,0
7315,78.8552,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,27844.5,9936.432179,4355.024307,0.153942428,0.997617427,1,0,1
7316,52.24241,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,52796.5,6779.013743,2918.086146,0.078683036,1.084384243,0,1,0
7317,234.60286,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,23804.5,15731.67226,6523.42968,0.067176871,1.029517343,0,0,0
7318,26.55043,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,36933,7601.506105,3115.019445,0.101837672,1.052027402,0,0,0
7319,191.77532,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,24186,4581.115361,1376.358665,0.277777778,1.506352765,0,0,0
7320,144.66557,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,48695.5,7634.350884,3417.160693,0.073855244,1.126350242,0,0,0
7321,347.83837,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,81819,2531.258944,1169.801571,0.053946054,1.04837015,1,0,0
7322,107.75881,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,99800.5,3796.786943,1616.776851,0.038575668,1.128333117,0,0,0
7323,92.05483,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,45675,26268.63954,14033.31496,0.114670083,1.344351077,1,0,0
7324,119.16385,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,42315,2076.424622,798.2632629,0.075481799,1.045511823,0,0,0
7325,114.02438,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121711,2460.999626,1167.071987,0.07826087,1.159881449,0,0,0
7326,175.84301,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69664,4407.944852,3739.022655,0.227848101,1.087990005,1,0,0
7327,11.00304,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,47582,790.0677447,259.9459279,0.180625631,1.3990591,0,0,0
7328,21.78063,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,46330,6609.372371,3058.40539,0.064913722,1.078143908,0,0,0
7329,164.86245,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96394.5,9398.291193,4804.425378,0.050418539,1.15407178,0,0,0
7330,284.99733,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75148,11154.74118,8743.872518,0.107906977,1.089117234,0,0,0
7331,65.45393,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,42401,13524.64555,5398.408072,0.062383032,1.153768707,0,0,0
7332,109.48401,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,57282.5,7391.677761,2892.702401,0.055284553,1.22273096,0,0,0
7333,175.30335,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,27844.5,9936.432179,4355.024307,0.153942428,0.997617427,0,0,0
7334,161.2802,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83749,17325.09738,7812.312759,0.057570978,1.115961437,1,0,0
7335,96.04735,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,50505,11792.87523,5294.760309,0.046969697,1.129663595,0,0,0
7336,147.76857,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,52433.25,26336.57937,14525.74937,0.094263146,1.335630934,0,1,1
7337,38.55403,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122703,5648.977173,2970.575565,0.090986395,1.25399721,1,0,0
7338,225.96579,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,25363,4167.145753,1745.141452,0.164113786,0.963859542,1,0,0
7339,81.21078,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,29393.5,8506.352887,4267.383835,0.129539952,0.979881321,0,0,0
7340,23.88043,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,29140,13666.0846,7090.319611,0.092571429,0.976083607,0,1,1
7341,76.69037,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,27844.5,9936.432179,4355.024307,0.153942428,0.997617427,0,0,0
7342,238.66733,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,30220,7709.913868,3805.943035,0.067933602,1.020186703,0,1,1
7343,21.97021,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,49413.5,10309.65734,5174.307583,0.081451061,1.161877778,1,0,0
7344,105.22304,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131571,7847.997999,2991.020216,0.037755822,1.152751311,0,0,0
7345,238.22081,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22229.5,7969.53226,3950.624927,0.171193416,0.998988855,1,0,1
7346,173.70894,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,40247.75,7718.078422,4285.267612,0.091325671,1.029619005,0,0,0
7347,73.10313,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,46330,6609.372371,3058.40539,0.064913722,1.078143908,0,0,0
7348,238.78482,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,55265,8543.786798,3790.01609,0.045777842,1.103076059,0,0,0
7349,118.91408,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,27426.25,10256.95581,4417.623508,0.129951346,0.982623628,0,0,0
7350,106.89685,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122703,5648.977173,2970.575565,0.090986395,1.25399721,0,0,0
7351,82.02038,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,61645,27828.72321,12805.90731,0.096741344,1.329386901,1,1,0
7352,26.08501,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,99800.5,3796.786943,1616.776851,0.038575668,1.128333117,0,0,0
7353,71.80133,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,42315,2076.424622,798.2632629,0.075481799,1.045511823,0,0,0
7355,151.45608,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,69664,4407.944852,3739.022655,0.227848101,1.087990005,1,0,0
7356,73.62024,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114189.5,7383.296638,3451.409226,0.051924799,1.126251368,0,0,0
7357,51.34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70438.5,9356.121773,6731.874428,0.122708567,1.1457886,1,0,0
7358,34.22681,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121711,2460.999626,1167.071987,0.07826087,1.159881449,1,0,0
7359,244.98531,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,36677,33941.2053,14075.06318,0.118685332,1.233420769,0,0,0
7360,39.96219,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,23715,19101.17388,7983.710203,0.116438356,0.947576617,0,0,0
7361,210.14193,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,122703,5648.977173,2970.575565,0.090986395,1.25399721,1,0,0
7362,85.93884,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,24792.75,8991.700075,3527.055997,0.141897358,1.011226183,0,1,1
7363,104.28515,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67011,2174.926823,1546.147558,0.05713422,1.109830323,1,0,0
7364,81.21251,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,72231,5339.773445,4105.059781,0.11960368,1.300557271,1,0,0
7365,124.38884,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,60561,33586.26641,20825.81452,0.08248864,1.241029529,0,0,0
7366,61.40664,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,24792.75,8991.700075,3527.055997,0.141897358,1.011226183,0,1,0
7368,149.30478,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,21980,1565.049732,665.7919447,0.150073206,1.00086517,0,0,0
7369,161.64061,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,36677,33941.2053,14075.06318,0.118685332,1.233420769,0,1,0
7370,89.30282,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,30296.5,8823.991964,4143.178161,0.12522686,1.012143788,0,0,0
7371,117.85385,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,76949.5,9257.865024,5994.577293,0.07273559,1.167334153,0,0,0
7372,81.33062,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,42315,2076.424622,798.2632629,0.075481799,1.045511823,0,0,1
7373,42.67184,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114189.5,7383.296638,3451.409226,0.051924799,1.126251368,1,0,0
7374,212.52533,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,110944.5,5342.018064,3276.219258,0.104368123,1.241587117,0,0,0
7375,91.9555,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,99567.5,6132.174233,3310.575478,0.072645097,1.1204775,1,0,0
7376,205.41104,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,52796.5,6779.013743,2918.086146,0.078683036,1.084384243,1,0,0
7377,113.00408,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,47582,790.0677447,259.9459279,0.180625631,1.3990591,1,0,0
7378,100.18296,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96830.5,10113.51118,4856.325384,0.042625169,1.062058186,0,0,0
7379,94.31514,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,113265.25,8362.075853,3886.212154,0.101180795,1.115312969,0,1,0
7380,84.0851,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,30611.33333,11142.60618,4799.110906,0.084729898,0.996322659,0,0,0
7381,86.85121,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,38248,16584.74263,7753.581268,0.125632766,1.165990915,0,0,0
7382,50.47092,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,47582,790.0677447,259.9459279,0.180625631,1.3990591,1,0,0
7383,290.92943,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,7.485821802,1.814744679,0,NaN,1,0,0
7384,119.00458,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,28849,20068.91147,8256.237739,0.0979342,1.024340015,0,0,1
7385,200.05,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,86964.5,13756.11165,7512.516231,0.063865546,1.168610667,1,0,0
7386,82.55053,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,76569.5,45682.41074,35182.05856,0.072493573,1.181154167,0,1,0
7387,110.17341,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,115586,11382.13364,4496.20505,0.097993467,0.989038822,1,0,0
7388,92.31435,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,33866,22770.70831,12098.83058,0.177984274,1.345597584,0,0,0
7389,111.87658,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,26613.5,13807.74099,5906.146766,0.08181621,0.986817778,0,0,0
7390,497.18379,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75148,11154.74118,8743.872518,0.107906977,1.089117234,0,0,0
7391,77.89127,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,30296.5,8823.991964,4143.178161,0.12522686,1.012143788,0,1,1
7392,197.04363,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,38296.5,14920.20216,7101.084084,0.067702685,1.191019762,0,0,0
7393,101.29031,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,38093.5,6896.683424,3654.636578,0.093733817,1.067239133,0,0,0
7394,155.76016,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122703,5648.977173,2970.575565,0.090986395,1.25399721,1,0,0
7395,145.39666,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,71341,11710.22287,9235.036504,0.132075472,1.274276375,1,0,0
7396,115.67631,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,40990,37735.4988,16808.88796,0.093739164,1.23427926,0,1,0
7397,70.60226,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,30443,22876.50136,9406.555374,0.091617041,1.135382091,1,0,0
7398,75.58997,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,44564.5,16844.31412,6443.485557,0.078757225,1.235877312,0,0,0
7399,107.79006,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,114189.5,7383.296638,3451.409226,0.051924799,1.126251368,0,0,0
7400,238.48535,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45305,32139.18962,17238.73242,0.063610851,1.653105159,1,0,0
7401,118.60043,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,42315,2076.424622,798.2632629,0.075481799,1.045511823,0,0,0
7402,51.44121,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60618.5,13221.44113,7700.119926,0.125745563,1.14967016,1,0,0
7403,185.98977,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,50138,3468.550043,1863.383427,0.065991203,1.194985737,1,0,0
7404,68.41057,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,42315,2076.424622,798.2632629,0.075481799,1.045511823,0,0,0
7405,211.91496,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,47582,790.0677447,259.9459279,0.180625631,1.3990591,0,0,0
7406,295.75611,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,197155,6136.050391,1420.484975,0.062010837,1.185552442,0,0,0
7407,124.25025,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78577.25,16427.34758,8356.780632,0.073267434,1.185401505,0,0,0
7408,118.86084,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,60561,33586.26641,20825.81452,0.08248864,1.241029529,0,0,0
7409,100.59567,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122810,8674.561443,4664.240509,0.086848635,1.24143299,0,0,0
7410,86.59729,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,28044.5,5202.637879,1996.392729,0.190668824,1.319716374,1,0,0
7411,29.49733,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100885,8585.388569,5395.986464,0.122209166,1.159344511,1,0,0
7412,173.69081,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131571,7847.997999,2991.020216,0.037755822,1.152751311,0,0,0
7413,89.52108,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,48807.75,20066.93769,9493.820522,0.119816149,1.298896195,0,0,0
7414,20.68238,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,86964.5,13756.11165,7512.516231,0.063865546,1.168610667,1,0,0
7415,235.63624,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,26262.5,13452.30018,6906.619673,0.151836158,0.98582958,0,0,0
7416,117.87201,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,34392.33333,16985.90104,7500.190496,0.110073506,1.15698828,0,0,0
7417,220.04462,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,81726,27103.16453,20245.10101,0.160144491,1.119043707,0,0,0
7419,142.66507,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45633,11898.48131,4608.843897,0.0797962,0.933609109,1,0,0
7420,124.77703,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56785,11735.02762,8076.86505,0.147848317,1.242383468,1,0,0
7421,116.12003,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,38459.25,12831.90703,6280.398905,0.109888714,1.080020032,0,0,0
7422,98.28958,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,68366.75,5699.146524,2365.898148,0.07020667,1.090180259,0,0,0
7423,117.04121,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,28775,5622.059606,3204.601988,0.144230769,0.962503345,0,0,0
7424,431.29837,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,23386.5,22745.57407,9592.455008,0.067148786,0.948494716,0,0,1
7425,140.12225,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,29627,7936.437428,4593.394133,0.214899713,1.207343413,0,0,0
7426,131.17817,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,59590,7363.108698,3653.70598,0.0625,1.106664314,0,0,0
7427,86.56056,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,38093.5,6896.683424,3654.636578,0.093733817,1.067239133,0,0,0
7428,24.91885,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,38447,21474.64289,7399.455685,0.064080944,1.244118694,1,0,0
7429,42.05059,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,42315,2076.424622,798.2632629,0.075481799,1.045511823,0,0,0
7430,43.14474,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,28775,5622.059606,3204.601988,0.144230769,0.962503345,0,0,0
7431,105.79788,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,29627,7936.437428,4593.394133,0.214899713,1.207343413,0,1,0
7433,136.38651,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,39738.5,11629.71748,4379.825414,0.071030641,1.166104231,0,1,0
7434,87.67313,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,52796.5,6779.013743,2918.086146,0.078683036,1.084384243,0,0,0
7435,118.47015,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,51168,5741.843564,2510.780756,0.06271777,1.102782388,0,0,0
7436,132.76109,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,88435,14955.79232,9718.933648,0.074154736,1.129286377,0,0,0
7437,65.06035,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,27844.5,9936.432179,4355.024307,0.153942428,0.997617427,0,0,1
7438,220.76023,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,66581.25,13817.37736,6493.310171,0.069511019,1.138919607,0,0,0
7439,106.27854,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,23386.5,22745.57407,9592.455008,0.067148786,0.948494716,0,0,0
7440,297.41896,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,25363,4167.145753,1745.141452,0.164113786,0.963859542,0,0,0
7441,64.34435,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,58798.5,8237.614784,4036.075181,0.133367929,1.257184092,0,0,0
7443,178.24514,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,43090.5,9848.57905,4196.860834,0.052226219,1.055577689,0,0,1
7444,83.20459,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,48695.5,7634.350884,3417.160693,0.073855244,1.126350242,0,0,0
7445,24.92572,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,47582,790.0677447,259.9459279,0.180625631,1.3990591,0,0,0
